,Rows,"Угол нашивки, град",Плотность нашивки,"Угол нашивки, град-Плотность нашивки"
"Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.03771524683445593,-0.07897918941873616,-0.05834721812659682
"Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2-Шаг нашивки",,0.025873703771524648,-0.09061905823799732,-0.032372677233237945
"Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.027623485048865026,-0.1211634037305458,-0.07439344438970619
"Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.09479338338521637,-0.0674333720508864,-0.08111337771805172
"Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.049109171431090504,-0.11879286774172049,-0.08395101958640605
"Содержание эпоксидных групп,%_2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.09077838138449756,-0.04045421501499313,-0.06561629819974601
"Содержание эпоксидных групп,%_2-Прочность при растяжении, МПа-Шаг нашивки",,-0.02208929310192831,-0.0959323724219272,-0.059010832761928866
"Содержание эпоксидных групп,%_2-Потребление смолы, г/м2-Шаг нашивки",,-0.06679688294777097,-0.05667629055369772,-0.06173658675073512
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа",,-0.09837433111558735,-0.04119522983737811,-0.06978478047648284
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Прочность при растяжении, МПа",,-0.05051984780972152,-0.02321546978919664,-0.03686765879945986
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.018508345371557322,-0.10544577191389193,-0.06197705864272496
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.02653834937299493,-0.014869161746725368,-0.020703755559861148
"Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.025019159426777238,-0.062161317687231765,-0.04359023855700528
"Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.14557773301593113,0.0031283452545608492,-0.07122469388068575
"Температура вспышки, С_2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.08307391808582065,-0.05503162869952183,-0.06905277339267168
"Температура вспышки, С_2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.16391652593813366,-0.02611826235684256,-0.09501739414748844
"Температура вспышки, С_2-Прочность при растяжении, МПа-Шаг нашивки",,-0.03239808202269279,-0.0406173825281384,-0.036507732275416815
"Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.03294064986062817,-0.10533114859929804,-0.06913589922996388
"Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа",,-0.10076162960250112,-0.05478300820277093,-0.07777231890263658
"Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2",,-0.09273162560106352,-0.07106366937884623,-0.08189764748995543
"Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.01905091320949226,-0.01603496237207147,-0.01754293779078253
"Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.04151322170000049,-0.05818113456774898,-0.04984717813387507
"Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Шаг нашивки",,0.014154238472128933,-0.11842093142927435,-0.05213334647857415
"Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,0.029997219339830572,-0.08953347395619549,-0.029768127308183456
"Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.05290714629663529,-0.06016926544477008,-0.05653820587070357
"Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,-0.005486717261117713,-0.09090652633027041,-0.048196621795694394
"Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.10727244365772104,-0.07822119361112634,-0.09274681863442447
"Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.10423406376528499,-0.06905168619668411,-0.08664287498098522
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%",,-0.0849186487347997,0.004228030806950667,-0.040345308963925464
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2",,-0.06929269500227186,-0.048041209277467356,-0.0586669521398705
