,Rows,"Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа"
"Содержание эпоксидных групп,%_2-Шаг нашивки-Плотность нашивки",,0.0026218377836775275,-0.028000750468548885,-0.012689456342435235
"Содержание эпоксидных групп,%_2-Угол нашивки, град-Плотность нашивки",,0.0022338275863997836,-0.023776895157824773,-0.01077153378571244
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Потребление смолы, г/м2",,-0.010165501094258511,-0.02502267247340928,-0.017594086783833673
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Шаг нашивки",,-0.01266676227081076,-0.03140448122905526,-0.02203562174993301
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Угол нашивки, град",,-0.013576426238037786,-0.027081778675626555,-0.020329102456832393
"Температура вспышки, С_2-Поверхностная плотность, г/м2-Плотность нашивки",,-0.014239562297906128,-0.027055739070230844,-0.020647650684068264
"Температура вспышки, С_2-Потребление смолы, г/м2-Шаг нашивки",,-0.007031184904187304,-0.028419071420659803,-0.01772512816242333
"Температура вспышки, С_2-Потребление смолы, г/м2-Угол нашивки, град",,-0.007545895113584056,-0.02404537012014374,-0.01579563261686412
"Температура вспышки, С_2-Потребление смолы, г/м2-Плотность нашивки",,-0.008607267643416128,-0.024230439336747178,-0.016418853490081764
"Температура вспышки, С_2-Шаг нашивки-Угол нашивки, град",,-0.010480911351775424,-0.030224227622851263,-0.020352569487313454
"Температура вспышки, С_2-Шаг нашивки-Плотность нашивки",,-0.011510550244443918,-0.030585591179970395,-0.021048070712206934
"Температура вспышки, С_2-Угол нашивки, град-Плотность нашивки",,-0.012075138689653597,-0.02616442932582408,-0.019119784007738505
"Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,0.0026636525507568454,-0.026937221158386926,-0.01213678430381493
"Поверхностная плотность, г/м2-Потребление смолы, г/м2-Угол нашивки, град",,0.0021123946838933483,-0.023204413751041875,-0.01054600953357454
"Поверхностная плотность, г/м2-Потребление смолы, г/м2-Плотность нашивки",,0.0012996397309938956,-0.023177635502612315,-0.010938997885809154
"Поверхностная плотность, г/м2-Шаг нашивки-Угол нашивки, град",,-0.0013864030823771412,-0.028491337601497246,-0.014938870341937194
"Поверхностная плотность, г/м2-Шаг нашивки-Плотность нашивки",,-0.0021482474863037115,-0.028617433071056464,-0.015382840278679977
"Поверхностная плотность, г/м2-Угол нашивки, град-Плотность нашивки",,-0.002770604131392851,-0.024878504309856053,-0.013824554220624452
"Потребление смолы, г/м2-Шаг нашивки-Угол нашивки, град",,0.006110126125417725,-0.025373379249949757,-0.009631626562266404
"Потребление смолы, г/м2-Шаг нашивки-Плотность нашивки",,0.004957158235064596,-0.025735071742542415,-0.010388956753738854
"Потребление смолы, г/м2-Угол нашивки, град-Плотность нашивки",,0.004737835311640626,-0.02194334488096228,-0.008602754784660993
"Шаг нашивки-Угол нашивки, град-Плотность нашивки",,0.0008969069261920426,-0.027203900892109667,-0.01315349698295848
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Количество отвердителя, м.%",,-0.029663392755449047,-0.022915224187872507,-0.026289308471660444
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Содержание эпоксидных групп,%_2",,-0.010638771466260355,-0.03698768383133033,-0.023813227648795676
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Температура вспышки, С_2",,-0.026010199521863342,-0.04020867193488953,-0.033109435728376546
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Поверхностная плотность, г/м2",,-0.014951852393122467,-0.03837677611450552,-0.026664314253814103
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Потребление смолы, г/м2",,-0.007678720343677448,-0.03622669406825074,-0.021952707205963984
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Шаг нашивки",,-0.011508850605757015,-0.04083527304532408,-0.026172061825540216
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Угол нашивки, град",,-0.012008026092941604,-0.03808752137063154,-0.02504777373178646
"Соотношение матрица-наполнитель-Плотность, кг/м3-модуль упругости, ГПа-Плотность нашивки",,-0.012888277483139587,-0.03690127320950065,-0.024894775346320897
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2",,-0.02697055735468279,-0.007050362689659639,-0.017010460022171103
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Температура вспышки, С_2",,-0.050621091008890895,-0.010006821697831736,-0.03031395635336165
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Поверхностная плотность, г/м2",,-0.03345932247830463,-0.007963983584864831,-0.02071165303158473
"Соотношение матрица-наполнитель-Плотность, кг/м3-Количество отвердителя, м.%-Потребление смолы, г/м2",,-0.024245035935777093,-0.005787604491133136,-0.015016320213455003
